
     Clock     uop p0     uop p1     uop p2     uop p3 
      1880        610       1131        712        732 
      1408        644       1013        682        708 
      1416        659       1007        681        709 
      1412        665       1006        679        709 
      1404        643       1009        681        708 
      1412        658       1007        681        709 
      1416        658       1007        681        709 
      1404        643       1009        681        708 
