
     Clock     uop p0     uop p1     uop p2     uop p3 
      1828        676       1148        716        738 
      1332        676       1002        683        710 
      1336        660       1010        682        710 
      1346        637       1002        678        707 
      1336        637       1002        678        707 
      1332        659       1012        682        710 
      1336        659       1005        682        710 
      1336        637       1002        678        707 
