
     Clock     uop p0     uop p1     uop p2     uop p3 
      1780        608       1163        719        731 
      1256        676       1002        683        710 
      1268        660       1016        682        711 
      1264        675       1003        683        709 
      1264        675       1001        683        709 
      1256        659       1012        682        710 
      1264        675       1003        683        709 
      1268        637       1002        678        707 
