
     Clock     uop p0     uop p1     uop p2     uop p3 
      2975        644       1181        715        734 
      1995        653       1013        682        710 
      2002        630       1003        678        707 
      1995        629       1008        678        707 
      2002        652       1013        682        710 
      1995        668       1004        683        709 
      1995        668       1002        683        709 
      2002        652       1013        682        710 
