
     Clock     uop p4     uop p5     uop p6     uop p7 
       148          0          9         10          0 
         2          0         11         10          0 
         2          0         13          4          3 
         2          0          5          4          3 
         0          0         11          4          3 
         2          0          7          4          3 
         2          0          7          4          3 
         0          0          6          5          3 
