
     Clock     uop p4     uop p5     uop p6     uop p7 
       256          0         14         14          0 
         0          0         14         16          0 
         2          0         10         12          3 
         2          0          9         10          3 
        -2          0         10         10          3 
         2          0         11          8          3 
         2          0         12         11          3 
         0          0         10         11          3 
