
     Clock     uop p4     uop p5     uop p6     uop p7 
       158          0         10         12          0 
         0          0         10         22          0 
         2          0          6          6          3 
         4          0          6          6          3 
         4          0          3          5          3 
         4          0          3          5          3 
         4          0          3          5          3 
         2          0          3          5          3 
