
     Clock     uop p0     uop p1     uop p2     uop p3 
       168          9          8          0          0 
         2         11          7          0          0 
        -2         12          0         -1         -3 
         0         10          1         -2         -3 
         2         10          2         -2         -3 
         2         10          1         -2         -3 
         2          9          3         -1         -3 
         2         10         -1         -1         -3 
